CustomerID,Churn,tenure,Contract,PaymentMethod,MonthlyCharges,churn_proba,top_risk_reason,top_risk_reasons
3372-KWFBM,1,16,Month-to-month,Electronic check,86.6,0.8172042954060452,Contrat mensuel (impact SHAP +0.86),Contrat mensuel (impact SHAP +0.86) • Sans sécurité en ligne (impact SHAP +0.23) • Paiement par chèque électronique (impact SHAP +0.22)
3338-CVVEH,0,12,Month-to-month,Electronic check,94.55,0.8171095073677689,Contrat mensuel (impact SHAP +0.79),Contrat mensuel (impact SHAP +0.79) • avg monthly spend (impact SHAP +0.23) • Internet fibre (impact SHAP +0.22)
3452-GWUIN,0,19,Month-to-month,Electronic check,94.95,0.816769929053457,Contrat mensuel (impact SHAP +0.76),Contrat mensuel (impact SHAP +0.76) • Internet fibre (impact SHAP +0.22) • Paiement par chèque électronique (impact SHAP +0.22)
2362-IBOOY,1,36,Month-to-month,Electronic check,84.75,0.8166300332473793,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Paiement par chèque électronique (impact SHAP +0.29) • Sans sécurité en ligne (impact SHAP +0.24)
4735-ASGMA,1,26,Month-to-month,Electronic check,98.35,0.8163167597022454,Contrat mensuel (impact SHAP +0.77),Contrat mensuel (impact SHAP +0.77) • Paiement par chèque électronique (impact SHAP +0.29) • Internet fibre (impact SHAP +0.25)
5712-PTIWW,1,2,Month-to-month,Electronic check,79.85,0.8163097917165417,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.55) • Sans sécurité en ligne (impact SHAP +0.28)
2235-DWLJU,0,6,Month-to-month,Electronic check,44.4,0.8160122053018304,Contrat mensuel (impact SHAP +0.84),Contrat mensuel (impact SHAP +0.84) • Ancienneté courte (impact SHAP +0.30) • Sans sécurité en ligne (impact SHAP +0.24)
5955-ERIHD,1,18,Month-to-month,Electronic check,94.7,0.8158125164064502,Contrat mensuel (impact SHAP +0.76),Contrat mensuel (impact SHAP +0.76) • Paiement par chèque électronique (impact SHAP +0.29) • Internet fibre (impact SHAP +0.21)
3096-GKWEB,0,18,Month-to-month,Electronic check,94.75,0.8158125164064502,Contrat mensuel (impact SHAP +0.76),Contrat mensuel (impact SHAP +0.76) • Paiement par chèque électronique (impact SHAP +0.29) • Internet fibre (impact SHAP +0.21)
2962-XPMCQ,1,2,Month-to-month,Electronic check,45.15,0.8156591646370852,Contrat mensuel (impact SHAP +0.92),Contrat mensuel (impact SHAP +0.92) • Ancienneté courte (impact SHAP +0.61) • Paiement par chèque électronique (impact SHAP +0.24)
9314-IJWSQ,0,14,Month-to-month,Electronic check,84.8,0.815370856276913,Contrat mensuel (impact SHAP +0.88),Contrat mensuel (impact SHAP +0.88) • Paiement par chèque électronique (impact SHAP +0.28) • Sans sécurité en ligne (impact SHAP +0.27)
5261-QSHQM,1,4,Month-to-month,Electronic check,24.45,0.8149598698559208,Contrat mensuel (impact SHAP +0.99),Contrat mensuel (impact SHAP +0.99) • Ancienneté courte (impact SHAP +0.45) • Sans sécurité en ligne (impact SHAP +0.31)
4021-RQSNY,1,29,Month-to-month,Electronic check,98.5,0.8147849221619475,Contrat mensuel (impact SHAP +0.78),Contrat mensuel (impact SHAP +0.78) • Internet fibre (impact SHAP +0.25) • Sans sécurité en ligne (impact SHAP +0.20)
1406-PUQVY,0,1,Month-to-month,Electronic check,49.9,0.8147777407098683,Contrat mensuel (impact SHAP +0.93),Contrat mensuel (impact SHAP +0.93) • Ancienneté courte (impact SHAP +0.85) • Dépenses cumulées (impact SHAP +0.26)
2371-JQHZZ,0,24,Month-to-month,Electronic check,93.0,0.814676950360905,Contrat mensuel (impact SHAP +0.80),Contrat mensuel (impact SHAP +0.80) • Paiement par chèque électronique (impact SHAP +0.28) • Internet fibre (impact SHAP +0.25)
7517-LDMPS,0,12,Month-to-month,Electronic check,84.6,0.8144391577610842,Contrat mensuel (impact SHAP +0.86),Contrat mensuel (impact SHAP +0.86) • Internet fibre (impact SHAP +0.29) • Sans sécurité en ligne (impact SHAP +0.26)
2984-AFWNC,0,3,Month-to-month,Electronic check,95.4,0.8140629928014244,Contrat mensuel (impact SHAP +0.83),Contrat mensuel (impact SHAP +0.83) • Ancienneté courte (impact SHAP +0.48) • avg monthly spend (impact SHAP +0.26)
2275-RBYQS,0,1,Month-to-month,Mailed check,45.4,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
3566-HJGPK,0,1,Month-to-month,Mailed check,45.55,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
7065-YUNRY,1,1,Month-to-month,Mailed check,45.3,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
5133-POWUA,0,1,Month-to-month,Mailed check,45.8,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
3165-HDOEW,1,1,Month-to-month,Mailed check,45.85,0.8138831466903927,Ancienneté courte (impact SHAP +1.03),Ancienneté courte (impact SHAP +1.03) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.25)
4237-RLAQD,1,1,Month-to-month,Mailed check,45.85,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
5692-FPTAH,1,1,Month-to-month,Mailed check,45.4,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
9117-SHLZX,1,1,Month-to-month,Mailed check,45.7,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
0887-HJGAR,1,1,Month-to-month,Mailed check,45.7,0.8138831466903927,Ancienneté courte (impact SHAP +1.01),Ancienneté courte (impact SHAP +1.01) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.26)
9992-RRAMN,1,22,Month-to-month,Electronic check,85.1,0.8137190026352198,Contrat mensuel (impact SHAP +0.82),Contrat mensuel (impact SHAP +0.82) • Paiement par chèque électronique (impact SHAP +0.30) • Sans sécurité en ligne (impact SHAP +0.24)
0004-TLHLJ,1,4,Month-to-month,Electronic check,73.9,0.8134828385423959,Contrat mensuel (impact SHAP +0.91),Contrat mensuel (impact SHAP +0.91) • Ancienneté courte (impact SHAP +0.37) • Sans sécurité en ligne (impact SHAP +0.26)
3672-YITQD,1,36,Month-to-month,Electronic check,84.1,0.8134805145391191,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Internet fibre (impact SHAP +0.24) • Sans sécurité en ligne (impact SHAP +0.23)
5628-FCGYG,0,21,Month-to-month,Electronic check,84.1,0.8134497675745873,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Paiement par chèque électronique (impact SHAP +0.30) • Sans sécurité en ligne (impact SHAP +0.24)
0508-OOLTO,0,2,Month-to-month,Electronic check,71.65,0.8133781631144741,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.47) • Sans sécurité en ligne (impact SHAP +0.25)
0506-LVNGN,1,5,Month-to-month,Credit card (automatic),75.55,0.813149089218661,Contrat mensuel (impact SHAP +0.92),Contrat mensuel (impact SHAP +0.92) • Ancienneté courte (impact SHAP +0.54) • Sans sécurité en ligne (impact SHAP +0.24)
4277-PVRAN,1,8,Month-to-month,Bank transfer (automatic),80.1,0.8131297208162468,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.31) • Sans sécurité en ligne (impact SHAP +0.27)
9588-OZDMQ,0,2,Month-to-month,Electronic check,45.0,0.8131008136993351,Contrat mensuel (impact SHAP +0.92),Contrat mensuel (impact SHAP +0.92) • Ancienneté courte (impact SHAP +0.59) • Paiement par chèque électronique (impact SHAP +0.24)
2754-VDLTR,1,10,Month-to-month,Electronic check,95.2,0.8130684808454802,Contrat mensuel (impact SHAP +0.80),Contrat mensuel (impact SHAP +0.80) • avg monthly spend (impact SHAP +0.26) • Ancienneté courte (impact SHAP +0.24)
3926-CUQZX,1,1,Month-to-month,Bank transfer (automatic),45.1,0.8130189732168833,Ancienneté courte (impact SHAP +0.99),Ancienneté courte (impact SHAP +0.99) • Contrat mensuel (impact SHAP +0.92) • Dépenses cumulées (impact SHAP +0.25)
3737-GCSPV,1,11,Month-to-month,Credit card (automatic),96.2,0.81297960323596,Contrat mensuel (impact SHAP +0.86),Contrat mensuel (impact SHAP +0.86) • avg monthly spend (impact SHAP +0.46) • Ancienneté courte (impact SHAP +0.42)
2672-HUYVI,1,6,Month-to-month,Electronic check,91.1,0.8128429584153061,Contrat mensuel (impact SHAP +0.88),Contrat mensuel (impact SHAP +0.88) • Ancienneté courte (impact SHAP +0.27) • Sans sécurité en ligne (impact SHAP +0.25)
8714-CTZJW,0,4,Month-to-month,Credit card (automatic),82.85,0.8128312072825535,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.54) • Sans sécurité en ligne (impact SHAP +0.28)
5685-IIXLY,1,5,Month-to-month,Electronic check,83.6,0.8127937529032107,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.38) • Sans sécurité en ligne (impact SHAP +0.26)
2260-USTRB,1,2,Month-to-month,Bank transfer (automatic),70.2,0.8127928333554754,Contrat mensuel (impact SHAP +0.91),Contrat mensuel (impact SHAP +0.91) • Ancienneté courte (impact SHAP +0.64) • Sans sécurité en ligne (impact SHAP +0.23)
7321-VGNKU,0,2,Month-to-month,Electronic check,70.35,0.8126096733923659,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.47) • Sans sécurité en ligne (impact SHAP +0.25)
7394-LWLYN,0,2,Month-to-month,Electronic check,70.15,0.8126096733923659,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.47) • Sans sécurité en ligne (impact SHAP +0.25)
2472-OVKUP,1,6,Month-to-month,Electronic check,91.0,0.8124768459661265,Contrat mensuel (impact SHAP +0.88),Contrat mensuel (impact SHAP +0.88) • Internet fibre (impact SHAP +0.29) • Sans sécurité en ligne (impact SHAP +0.28)
4349-GFQHK,1,1,Month-to-month,Electronic check,54.35,0.8124194733345779,Contrat mensuel (impact SHAP +0.91),Contrat mensuel (impact SHAP +0.91) • Ancienneté courte (impact SHAP +0.80) • Paiement par chèque électronique (impact SHAP +0.25)
7823-JSOAG,0,3,Month-to-month,Electronic check,74.5,0.8123182635947392,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.44) • Sans sécurité en ligne (impact SHAP +0.25)
5519-YLDGW,1,21,Month-to-month,Electronic check,103.9,0.8122650510230373,Contrat mensuel (impact SHAP +0.75),Contrat mensuel (impact SHAP +0.75) • Facture mensuelle élevée (impact SHAP +0.36) • avg monthly spend (impact SHAP +0.26)
9799-CAYJJ,0,2,Month-to-month,Electronic check,69.3,0.812254747109805,Contrat mensuel (impact SHAP +0.91),Contrat mensuel (impact SHAP +0.91) • Ancienneté courte (impact SHAP +0.49) • Sans sécurité en ligne (impact SHAP +0.24)
6856-RAURS,0,2,Month-to-month,Mailed check,74.9,0.8121618519290976,Contrat mensuel (impact SHAP +0.92),Contrat mensuel (impact SHAP +0.92) • Ancienneté courte (impact SHAP +0.62) • Sans sécurité en ligne (impact SHAP +0.29)
9402-ORRAH,0,15,Month-to-month,Electronic check,91.5,0.8121614197564427,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Internet fibre (impact SHAP +0.23) • Sans sécurité en ligne (impact SHAP +0.23)
7363-QTBIW,0,9,Month-to-month,Electronic check,79.75,0.8120032421844018,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Sans sécurité en ligne (impact SHAP +0.27) • Ancienneté courte (impact SHAP +0.22)
0772-GYEQQ,1,3,Month-to-month,Mailed check,88.35,0.8119709909845562,Contrat mensuel (impact SHAP +0.93),Contrat mensuel (impact SHAP +0.93) • Ancienneté courte (impact SHAP +0.68) • Sans sécurité en ligne (impact SHAP +0.33)
5482-PLVPE,1,2,Month-to-month,Electronic check,24.35,0.8117770316615383,Contrat mensuel (impact SHAP +0.99),Contrat mensuel (impact SHAP +0.99) • Ancienneté courte (impact SHAP +0.55) • Sans sécurité en ligne (impact SHAP +0.30)
0689-NKYLF,1,13,Month-to-month,Electronic check,83.2,0.8116464788660425,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Paiement par chèque électronique (impact SHAP +0.26) • Sans sécurité en ligne (impact SHAP +0.24)
0928-JMXNP,0,4,Month-to-month,Electronic check,29.9,0.8112611587525027,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.45) • Sans sécurité en ligne (impact SHAP +0.28)
6032-IGALN,1,1,Month-to-month,Mailed check,25.1,0.8112568311064363,Contrat mensuel (impact SHAP +1.01),Contrat mensuel (impact SHAP +1.01) • Ancienneté courte (impact SHAP +0.95) • Dépenses cumulées (impact SHAP +0.28)
4367-NHWMM,0,1,Month-to-month,Mailed check,24.9,0.8112568311064363,Contrat mensuel (impact SHAP +1.01),Contrat mensuel (impact SHAP +1.01) • Ancienneté courte (impact SHAP +0.95) • Dépenses cumulées (impact SHAP +0.28)
9136-ALYBR,1,1,Month-to-month,Mailed check,24.45,0.8112568311064363,Contrat mensuel (impact SHAP +1.01),Contrat mensuel (impact SHAP +1.01) • Ancienneté courte (impact SHAP +0.94) • Dépenses cumulées (impact SHAP +0.28)
7537-RBWEA,0,1,Month-to-month,Mailed check,25.15,0.8112568311064363,Contrat mensuel (impact SHAP +1.01),Contrat mensuel (impact SHAP +1.01) • Ancienneté courte (impact SHAP +0.95) • Dépenses cumulées (impact SHAP +0.28)
2868-SNELZ,1,2,Month-to-month,Mailed check,80.6,0.811224508296221,Contrat mensuel (impact SHAP +0.93),Contrat mensuel (impact SHAP +0.93) • Ancienneté courte (impact SHAP +0.68) • Sans sécurité en ligne (impact SHAP +0.30)
4074-SJFFA,1,1,Month-to-month,Mailed check,54.75,0.81118821986368,Ancienneté courte (impact SHAP +1.02),Ancienneté courte (impact SHAP +1.02) • Contrat mensuel (impact SHAP +0.90) • Sans sécurité en ligne (impact SHAP +0.27)
6629-CZTTH,1,1,Month-to-month,Mailed check,55.7,0.81118821986368,Ancienneté courte (impact SHAP +1.02),Ancienneté courte (impact SHAP +1.02) • Contrat mensuel (impact SHAP +0.90) • Sans sécurité en ligne (impact SHAP +0.27)
2897-DOVND,0,2,Month-to-month,Electronic check,69.8,0.8109318867558507,Contrat mensuel (impact SHAP +0.91),Contrat mensuel (impact SHAP +0.91) • Ancienneté courte (impact SHAP +0.49) • Sans sécurité en ligne (impact SHAP +0.25)
0925-VYDLG,1,3,Month-to-month,Electronic check,75.25,0.8109153918084152,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.49) • Sans sécurité en ligne (impact SHAP +0.25)
5590-BYNII,1,22,Month-to-month,Electronic check,100.75,0.8107845881460666,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Facture mensuelle élevée (impact SHAP +0.33) • Paiement par chèque électronique (impact SHAP +0.29)
5276-KQWHG,1,2,Month-to-month,Electronic check,69.6,0.8106470354333664,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.48) • Sans sécurité en ligne (impact SHAP +0.24)
8844-TONUD,1,13,Month-to-month,Mailed check,96.65,0.810536336071428,Contrat mensuel (impact SHAP +0.80),Contrat mensuel (impact SHAP +0.80) • Facture mensuelle élevée (impact SHAP +0.24) • avg monthly spend (impact SHAP +0.24)
9058-CBREO,1,1,Month-to-month,Mailed check,50.55,0.8101217144378126,Ancienneté courte (impact SHAP +0.98),Ancienneté courte (impact SHAP +0.98) • Contrat mensuel (impact SHAP +0.92) • Sans sécurité en ligne (impact SHAP +0.25)
2774-LVQUS,1,15,Month-to-month,Electronic check,83.05,0.8094830973049619,Contrat mensuel (impact SHAP +0.88),Contrat mensuel (impact SHAP +0.88) • Sans sécurité en ligne (impact SHAP +0.27) • Ancienneté courte (impact SHAP +0.25)
6260-ONULR,0,1,Month-to-month,Mailed check,62.8,0.8093824359177337,Ancienneté courte (impact SHAP +0.98),Ancienneté courte (impact SHAP +0.98) • Contrat mensuel (impact SHAP +0.90) • Sans sécurité en ligne (impact SHAP +0.27)
2951-QOQTK,1,4,Month-to-month,Credit card (automatic),80.8,0.8090095572302192,Contrat mensuel (impact SHAP +0.91),Contrat mensuel (impact SHAP +0.91) • Ancienneté courte (impact SHAP +0.71) • Sans sécurité en ligne (impact SHAP +0.30)
7780-OTDSO,1,18,Month-to-month,Electronic check,99.4,0.8086840297828988,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Facture mensuelle élevée (impact SHAP +0.31) • Paiement par chèque électronique (impact SHAP +0.28)
9274-CNFMO,1,4,Month-to-month,Electronic check,74.95,0.8081206374419277,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.45) • Sans sécurité en ligne (impact SHAP +0.25)
4815-GBTCD,0,4,Month-to-month,Electronic check,25.15,0.8079126658786141,Contrat mensuel (impact SHAP +0.99),Contrat mensuel (impact SHAP +0.99) • Ancienneté courte (impact SHAP +0.44) • Sans sécurité en ligne (impact SHAP +0.31)
7638-QVMVY,1,7,Month-to-month,Electronic check,79.0,0.807437700646156,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.24) • Sans sécurité en ligne (impact SHAP +0.24)
8118-TJAFG,0,9,Month-to-month,Electronic check,101.5,0.8067749956196598,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Internet fibre (impact SHAP +0.30) • Ancienneté courte (impact SHAP +0.28)
4817-QRJSX,1,10,Month-to-month,Credit card (automatic),81.0,0.806767333151789,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.34) • Sans sécurité en ligne (impact SHAP +0.26)
6786-OBWQR,0,5,Month-to-month,Electronic check,80.85,0.8067664636745182,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.40) • Sans sécurité en ligne (impact SHAP +0.24)
8443-WVPSS,1,10,Month-to-month,Electronic check,99.85,0.8066350599973503,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Internet fibre (impact SHAP +0.30) • Ancienneté courte (impact SHAP +0.28)
0345-HKJVM,1,6,Month-to-month,Electronic check,89.3,0.8063806139817621,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Ancienneté courte (impact SHAP +0.32) • Sans sécurité en ligne (impact SHAP +0.26)
0923-PNFUB,1,3,Month-to-month,Electronic check,83.75,0.8063150337570881,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.46) • Sans sécurité en ligne (impact SHAP +0.29)
5908-QMGOE,1,15,Month-to-month,Credit card (automatic),74.2,0.8062838584248971,Contrat mensuel (impact SHAP +0.87),Contrat mensuel (impact SHAP +0.87) • Ancienneté courte (impact SHAP +0.24) • Sans sécurité en ligne (impact SHAP +0.24)
4059-IIEBK,0,7,Month-to-month,Bank transfer (automatic),78.55,0.8061502242775814,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.41) • Sans sécurité en ligne (impact SHAP +0.26)
6326-MTTXK,1,8,Month-to-month,Electronic check,100.85,0.8059097568209539,Contrat mensuel (impact SHAP +0.80),Contrat mensuel (impact SHAP +0.80) • avg monthly spend (impact SHAP +0.32) • Internet fibre (impact SHAP +0.30)
0644-OQMDK,0,4,Month-to-month,Electronic check,70.65,0.8057320758929717,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.38) • Sans sécurité en ligne (impact SHAP +0.25)
7831-QGOXH,1,18,Month-to-month,Electronic check,85.2,0.8056650867776558,Contrat mensuel (impact SHAP +0.83),Contrat mensuel (impact SHAP +0.83) • Paiement par chèque électronique (impact SHAP +0.33) • Sans sécurité en ligne (impact SHAP +0.24)
3254-YRILK,1,19,Month-to-month,Electronic check,88.2,0.8056111959573408,Contrat mensuel (impact SHAP +0.83),Contrat mensuel (impact SHAP +0.83) • Internet fibre (impact SHAP +0.29) • Paiement par chèque électronique (impact SHAP +0.23)
6595-YGXIT,1,25,Month-to-month,Electronic check,88.95,0.8055028233847336,Contrat mensuel (impact SHAP +0.83),Contrat mensuel (impact SHAP +0.83) • Internet fibre (impact SHAP +0.31) • Sans sécurité en ligne (impact SHAP +0.23)
8861-HGGKB,1,10,Month-to-month,Electronic check,86.45,0.8054649732420417,Contrat mensuel (impact SHAP +0.85),Contrat mensuel (impact SHAP +0.85) • Sans sécurité en ligne (impact SHAP +0.25) • Internet fibre (impact SHAP +0.22)
9239-ZBZZV,1,6,Month-to-month,Electronic check,47.95,0.8053374631975618,Contrat mensuel (impact SHAP +0.84),Contrat mensuel (impact SHAP +0.84) • Ancienneté courte (impact SHAP +0.31) • Sans sécurité en ligne (impact SHAP +0.25)
7802-EFKNY,1,5,Month-to-month,Electronic check,24.95,0.8050487312176604,Contrat mensuel (impact SHAP +0.98),Contrat mensuel (impact SHAP +0.98) • Ancienneté courte (impact SHAP +0.43) • Sans sécurité en ligne (impact SHAP +0.30)
7044-YAACC,0,4,Month-to-month,Electronic check,70.2,0.8049396511339267,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.38) • Sans sécurité en ligne (impact SHAP +0.24)
2959-FENLU,0,9,Month-to-month,Credit card (automatic),85.3,0.8049310976665015,Contrat mensuel (impact SHAP +0.86),Contrat mensuel (impact SHAP +0.86) • Ancienneté courte (impact SHAP +0.32) • Sans sécurité en ligne (impact SHAP +0.27)
8875-AKBYH,0,20,Month-to-month,Electronic check,84.35,0.8042676304682178,Contrat mensuel (impact SHAP +0.83),Contrat mensuel (impact SHAP +0.83) • Paiement par chèque électronique (impact SHAP +0.26) • Sans sécurité en ligne (impact SHAP +0.23)
6376-GAHQE,1,4,Month-to-month,Electronic check,77.85,0.8042349845113399,Contrat mensuel (impact SHAP +0.90),Contrat mensuel (impact SHAP +0.90) • Ancienneté courte (impact SHAP +0.45) • Sans sécurité en ligne (impact SHAP +0.27)
7729-JTEEC,0,2,Month-to-month,Electronic check,44.5,0.8041574753764761,Contrat mensuel (impact SHAP +0.92),Contrat mensuel (impact SHAP +0.92) • Ancienneté courte (impact SHAP +0.60) • Paiement par chèque électronique (impact SHAP +0.24)
6986-IXNDM,0,14,Month-to-month,Electronic check,92.9,0.8041533081205264,Contrat mensuel (impact SHAP +0.85),Contrat mensuel (impact SHAP +0.85) • Sans sécurité en ligne (impact SHAP +0.24) • Internet fibre (impact SHAP +0.22)
6393-WRYZE,1,34,Month-to-month,Electronic check,97.65,0.8040751453558268,Contrat mensuel (impact SHAP +0.76),Contrat mensuel (impact SHAP +0.76) • Paiement par chèque électronique (impact SHAP +0.27) • Internet fibre (impact SHAP +0.25)
0727-IWKVK,1,9,Month-to-month,Electronic check,79.9,0.8038474780403105,Contrat mensuel (impact SHAP +0.88),Contrat mensuel (impact SHAP +0.88) • Internet fibre (impact SHAP +0.29) • Sans sécurité en ligne (impact SHAP +0.27)
3916-NRPAP,0,3,Month-to-month,Credit card (automatic),85.7,0.8037482755480438,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.61) • Sans sécurité en ligne (impact SHAP +0.30)
4822-YCXMX,1,25,Month-to-month,Electronic check,84.8,0.8036918954825044,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Paiement par chèque électronique (impact SHAP +0.29) • Internet fibre (impact SHAP +0.25)
8922-LIEGH,1,25,Month-to-month,Electronic check,89.7,0.8035436728553569,Contrat mensuel (impact SHAP +0.81),Contrat mensuel (impact SHAP +0.81) • Internet fibre (impact SHAP +0.31) • Sans sécurité en ligne (impact SHAP +0.23)
5609-CEBID,1,20,Month-to-month,Electronic check,94.1,0.8033257131435712,Contrat mensuel (impact SHAP +0.76),Contrat mensuel (impact SHAP +0.76) • Internet fibre (impact SHAP +0.29) • Paiement par chèque électronique (impact SHAP +0.20)
5366-IJEQJ,1,20,Month-to-month,Electronic check,88.7,0.8033171547147576,Contrat mensuel (impact SHAP +0.83),Contrat mensuel (impact SHAP +0.83) • Paiement par chèque électronique (impact SHAP +0.33) • Sans sécurité en ligne (impact SHAP +0.24)
6137-NICCO,0,6,Month-to-month,Mailed check,94.05,0.8029163557995546,Contrat mensuel (impact SHAP +0.85),Contrat mensuel (impact SHAP +0.85) • Ancienneté courte (impact SHAP +0.43) • Internet fibre (impact SHAP +0.25)
2057-ZBLPD,1,21,Month-to-month,Electronic check,86.5,0.8028315269916543,Contrat mensuel (impact SHAP +0.82),Contrat mensuel (impact SHAP +0.82) • Paiement par chèque électronique (impact SHAP +0.30) • Sans sécurité en ligne (impact SHAP +0.24)
5923-GXUOC,1,10,Month-to-month,Electronic check,104.4,0.8024487499420235,Contrat mensuel (impact SHAP +0.80),Contrat mensuel (impact SHAP +0.80) • Facture mensuelle élevée (impact SHAP +0.39) • Internet fibre (impact SHAP +0.31)
6818-DJXAA,0,10,Month-to-month,Electronic check,91.1,0.8024068444305142,Contrat mensuel (impact SHAP +0.88),Contrat mensuel (impact SHAP +0.88) • Ancienneté courte (impact SHAP +0.31) • Sans sécurité en ligne (impact SHAP +0.27)
0258-NOKBL,0,3,Month-to-month,Electronic check,90.4,0.8023360717820271,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.51) • Sans sécurité en ligne (impact SHAP +0.30)
4450-DLLMH,0,2,Month-to-month,Credit card (automatic),71.3,0.8021963504908507,Contrat mensuel (impact SHAP +0.92),Contrat mensuel (impact SHAP +0.92) • Ancienneté courte (impact SHAP +0.65) • Sans sécurité en ligne (impact SHAP +0.26)
4482-EWFMI,0,2,Month-to-month,Electronic check,69.7,0.8020780714625404,Contrat mensuel (impact SHAP +0.89),Contrat mensuel (impact SHAP +0.89) • Ancienneté courte (impact SHAP +0.46) • Sans sécurité en ligne (impact SHAP +0.24)
